  -12.4392891       1.00000000    
  -20.4808865       2.00000000    
  -22.6784744       3.00000000    
  -18.9239292       4.00000000    
  -7.65877533       5.00000000    
   6.68623257       6.00000000    
   18.8355122       7.00000000    
   27.0566502       8.00000000    
   30.0551720       9.00000000    
   26.2322311       10.0000000    
   16.3381596       11.0000000    
   3.93033338       12.0000000    
  -8.39128590       13.0000000    
  -19.3336010       14.0000000    
  -26.1741409       15.0000000    
  -27.0596066       16.0000000    
  -20.8551216       17.0000000    
  -7.73292160       18.0000000    
   6.71193027       19.0000000    
   18.1740208       20.0000000    
   24.7502193       21.0000000    
   25.9752216       22.0000000    
   19.8352985       23.0000000    
   8.59479904       24.0000000    
  -4.07522917       25.0000000    
  -16.0319710       26.0000000    
  -24.8458462       27.0000000    
  -27.4431782       28.0000000    
  -21.9662094       29.0000000    
  -7.91051197       30.0000000    
   8.02432442       31.0000000    
   20.5187225       32.0000000    
   29.1333103       33.0000000    
   32.5775604       34.0000000    
   27.0610085       35.0000000    
   15.2947655       36.0000000    
   1.46718884       37.0000000    
  -11.9352264       38.0000000    
  -23.4308167       39.0000000    
  -30.0883064       40.0000000    
  -30.0865784       41.0000000    
  -22.1274338       42.0000000    
  -6.70132875       43.0000000    
   8.78842163       44.0000000    
   19.8390350       45.0000000    
   25.8557091       46.0000000    
   26.0411091       47.0000000    
   18.8413868       48.0000000    
   7.31293488       49.0000000    
  -4.88894463       50.0000000    
  -17.1013050       51.0000000    
  -25.7519321       52.0000000    
  -27.5188904       53.0000000    
  -21.0785770       54.0000000    
  -5.87692499       55.0000000    
   11.7338562       56.0000000    
   25.0959740       57.0000000    
   33.2426643       58.0000000    
   35.4608116       59.0000000    
   28.4955673       60.0000000    
   15.6124573       61.0000000    
  0.623276889       62.0000000    
  -13.8527403       63.0000000    
  -25.6249466       64.0000000    
  -31.4772587       65.0000000    
  -29.9468822       66.0000000    
  -19.2595100       67.0000000    
  -1.25985253       68.0000000    
   13.8540134       69.0000000    
   25.0083427       70.0000000    
   30.5166225       71.0000000    
   29.7070961       72.0000000    
   21.1006126       73.0000000    
   10.0097246       74.0000000    
  -3.11294508       75.0000000    
  -16.5613041       76.0000000    
  -25.6678181       77.0000000    
  -26.5969830       78.0000000    
  -19.6500111       79.0000000    
  -2.24952269       80.0000000    
   14.8343697       81.0000000    
   27.9982281       82.0000000    
   36.2495575       83.0000000    
   36.4913101       84.0000000    
   27.1553249       85.0000000    
   12.4415207       86.0000000    
  -3.03390431       87.0000000    
  -17.6983910       88.0000000    
  -28.7627525       89.0000000    
  -33.0504456       90.0000000    
  -29.0566578       91.0000000    
  -14.0833988       92.0000000    
   2.88546443       93.0000000    
   16.7662220       94.0000000    
   27.5803776       95.0000000    
   32.2806625       96.0000000    
   30.6687489       97.0000000    
   23.8551865       98.0000000    
   13.2489843       99.0000000    
  0.408979714       100.000000    
  -12.6139536       101.000000    
  -21.5942097       102.000000    
  -23.6354599       103.000000    
  -15.2483473       104.000000    
   2.67060280       105.000000    
   19.0647583       106.000000    
   32.1477852       107.000000    
   39.1921310       108.000000    
   36.9131546       109.000000    
   25.0899963       110.000000    
   8.99158573       111.000000    
  -6.73630428       112.000000    
  -21.0453339       113.000000    
  -30.7987576       114.000000    
  -32.9626083       115.000000    
  -25.1689377       116.000000    
  -7.13641310       117.000000    
   9.52777863       118.000000    
   23.1021729       119.000000    
   32.1613083       120.000000    
   34.4902077       121.000000    
   30.3919964       122.000000    
   20.8796806       123.000000    
   8.25826454       124.000000    
  -6.26631355       125.000000    
  -18.6327629       126.000000    
